publicationTitle,Authors,yearOfPublication,publicationVenue,publicationID
Whither data mining?,"['Rakesh Agrawal', 'Ramakrishnan Srikant']",2004,VLDB,53909f8c20f70186a0e4018e
Practical suffix tree construction,"['Sandeep Tata', 'Richard A. Hankins', 'Jignesh M. Patel']",2004,VLDB,53909f8c20f70186a0e40191
Client-based access control management for XML documents,"['Luc Bouganim', 'François Dang Ngoc', 'Philippe Pucheral']",2004,VLDB,53909f8c20f70186a0e40195
Answering xpath queries over networks by sending minimal views,"['Keishi Tajima', 'Yoshiki Fukui']",2004,VLDB,53909f8c20f70186a0e40192
Taming XPath queries by minimizing wildcard steps,"['Chee-Yong Chan', 'Wenfei Fan', 'Yiming Zeng']",2004,VLDB,53909f8c20f70186a0e4019b
Compressing large boolean matrices using reordering techniques,"['David Johnson', 'Shankar Krishnan', 'Jatin Chhugani', 'Subodh Kumar', 'Suresh Venkatasubramanian']",2004,VLDB,53909f8c20f70186a0e4018f
The NEXT framework for logical XQuery optimization,"['Alin Deutsch', 'Yannis Papakonstantinou', 'Yu Xu']",2004,VLDB,53909f8c20f70186a0e4019c
Secure XML publishing without information leakage in the presence of data inference,"['Xiaochun Yang', 'Chen Li']",2004,VLDB,53909f8c20f70186a0e40196
Efficient XML-to-SQL query translation: where to add the intelligence?,"['Rajasekar Krishnamurthy', 'Raghav Kaushik', 'Jeffrey F. Naughton']",2004,VLDB,53909f8c20f70186a0e4019a
False positive or false negative: mining frequent itemsets from high speed transactional data streams,"['Jeffery Xu Yu', 'Zhihong Chong', 'Hongjun Lu', 'Aoying Zhou']",2004,VLDB,53909f8c20f70186a0e4019f
From XML view updates to relational view updates: old solutions to a new problem,"['Vanessa P. Braganholo', 'Susan B. Davidson', 'Carlos A. Heuser']",2004,VLDB,53909f8c20f70186a0e401a5
A framework for using materialized XPath views in XML query processing,"['Andrey Balmin', 'Fatma Özcan', 'Kevin S. Beyer', 'Roberta J. Cochrane', 'Hamid Pirahesh']",2004,VLDB,53909f8c20f70186a0e40193
Bloom histogram: path selectivity estimation for XML data with updates,"['Wei Wang', 'Haifeng Jiang', 'Hongjun Lu', 'Jeffrey Xu Yu']",2004,VLDB,53909f8c20f70186a0e401a2
Limiting disclosure in hippocratic databases,"['Kristen LeFevre', 'Rakesh Agrawal', 'Vuk Ercegovac', 'Raghu Ramakrishnan', 'Yirong Xu', 'David DeWitt']",2004,VLDB,53909f8c20f70186a0e40197
ROX: relational over XML,"['Alan Halverson', 'Vanja Josifovski', 'Guy Lohman', 'Hamid Pirahesh', 'Mathias Mörschel']",2004,VLDB,53909f8c20f70186a0e401a4
Schema-based scheduling of event processors and buffer minimization for queries on structured data streams,"['Christoph Koch', 'Stefanie Scherzinger', 'Nicole Schweikardt', 'Bernhard Stegmaier']",2004,VLDB,53909f8c20f70186a0e401a1
Memory-limited execution of windowed stream joins,"['Utkarsh Srivastava', 'Jennifer Widom']",2004,VLDB,53909f8c20f70186a0e401a9
WIC: a general-purpose algorithm for monitoring web information sources,"['Sandeep Pandey', 'Kedar Dhamdhere', 'Christopher Olston']",2004,VLDB,53909f8c20f70186a0e401ac
Accurate and efficient crawling for relevant websites,"['Martin Ester', 'Hans-Peter Kriegel', 'Matthias Schubert']",2004,VLDB,53909f8c20f70186a0e401af
XQuery on SQL hosts,"['Torsten Grust', 'Sherif Sakr', 'Jens Teubner']",2004,VLDB,53909f8c20f70186a0e401a3
Detecting change in data streams,"['Daniel Kifer', 'Shai Ben-David', 'Johannes Gehrke']",2004,VLDB,53909f8c20f70186a0e4019d
Network-aware query processing for stream-based applications,"['Yanif Ahmad', 'Uğur Çetintemel']",2004,VLDB,53909f8c20f70186a0e401b4
The polynomial complexity of fully materialized coalesced cubes,"['Yannis Sismanis', 'Nick Roussopoulos']",2004,VLDB,53909f8c20f70186a0e401bb
Computing pagerank in a distributed internet search system,"['Yuan Wang', 'David J. DeWitt']",2004,VLDB,53909f8c20f70186a0e401b1
Instance-based schema matching for web databases by domain-specific query probing,"['Jiying Wang', 'Ji-Rong Wen', 'Fred Lochovsky', 'Wei-Ying Ma']",2004,VLDB,53909f8c20f70186a0e401b0
Query languages and data models for database sequences and data streams,"['Yan-Nei Law', 'Haixun Wang', 'Carlo Zaniolo']",2004,VLDB,53909f8c20f70186a0e401b7
High-dimensional OLAP: a minimal cubing approach,"['Xiaolei Li', 'Jiawei Han', 'Hector Gonzalez']",2004,VLDB,53909f8c20f70186a0e401ba
Efficiency-quality tradeoffs for vector score aggregation,"['Pavan Kumar C. Singitham', 'Mahathi S. Mahabhashyam', 'Prabhakar Raghavan']",2004,VLDB,53909f8c20f70186a0e401c2
Merging the results of approximate match operations,"['Sudipto Guha', 'Nick Koudas', 'Amit Marathe', 'Divesh Srivastava']",2004,VLDB,53909f8c20f70186a0e401c3
Steps towards cache-resident transaction processing,"['Stavros Harizopoulos', 'Anastassia Ailamaki']",2004,VLDB,53909f8c20f70186a0e401c5
Clotho: decoupling memory page layout from storage organization,"['Minglong Shao', 'Jiri Schindler', 'Steven W. Schlosser', 'Anastassia Ailamaki', 'Gregory R. Ganger']",2004,VLDB,53909f8c20f70186a0e401c8
Towards an internet-scale XML dissemination service,"['Yanlei Diao', 'Shariq Rizvi', 'Michael J. Franklin']",2004,VLDB,53909f8c20f70186a0e401c1
Cache-conscious radix-decluster projections,"['Stefan Manegold', 'Peter Boncz', 'Niels Nes', 'Martin Kersten']",2004,VLDB,53909f8c20f70186a0e401c7
Resilient rights protection for sensor streams,"['Radu Sion', 'Mikhail Atallah', 'Sunil Prabhakar']",2004,VLDB,53909f8c20f70186a0e401cb
Write-optimized B-trees,['Goetz Graefe'],2004,VLDB,53909f8c20f70186a0e401c6
Vision paper: enabling privacy for the paranoids,"['G. Aggarwal', 'M. Bawa', 'P. Ganesan', 'H. Garcia-Molina', 'K. Kenthapadi', 'N. Mishra', 'R. Motwani', 'U. Srivastava', 'D. Thomas', 'J. Widom', 'Y. Xu']",2004,VLDB,53909f8c20f70186a0e401c9
Objectrank: authority-based keyword search in databases,"['Andrey Balmin', 'Vagelis Hristidis', 'Yannis Papakonstantinou']",2004,VLDB,53909f8c20f70186a0e401bd
Similarity search for web services,"['Xin Dong', 'Alon Halevy', 'Jayant Madhavan', 'Ema Nemes', 'Jun Zhang']",2004,VLDB,53909f8c20f70186a0e401ad
A privacy-preserving index for range queries,"['Bijit Hore', 'Sharad Mehrotra', 'Gene Tsudik']",2004,VLDB,53909f8c20f70186a0e401ca
Reverse kNN search in arbitrary dimensionality,"['Yufei Tao', 'Dimitris Papadias', 'Xiang Lian']",2004,VLDB,53909f8c20f70186a0e401cc
Online balancing of range-partitioned data with applications to peer-to-peer systems,"['Prasanna Ganesan', 'Mayank Bawa', 'Hector Garcia-Molina']",2004,VLDB,53909f8c20f70186a0e401b3
Linear road: a stream data management benchmark,"['Arvind Arasu', 'Mitch Cherniack', 'Eduardo Galvez', 'David Maier', 'Anurag S. Maskey', 'Esther Ryvkina', 'Michael Stonebraker', 'Richard Tibbetts']",2004,VLDB,53909f8c20f70186a0e401b6
GridDB: a data-centric overlay for scientific grids,"['David T. Liu', 'Michael J. Franklin']",2004,VLDB,53909f8c20f70186a0e401c0
Auditing compliance with a Hippocratic database,"['Rakesh Agrawal', 'Roberto Bayardo', 'Christos Faloutsos', 'Jerry Kiernan', 'Ralf Rantzau', 'Ramakrishnan Srikant']",2004,VLDB,53909f8c20f70186a0e401b9
Model-driven data acquisition in sensor networks,"['Amol Deshpande', 'Carlos Guestrin', 'Samuel R. Madden', 'Joseph M. Hellerstein', 'Wei Hong']",2004,VLDB,53909f8c20f70186a0e401bf
Relational link-based ranking,"['Floris Geerts', 'Heikki Mannila', 'Evimaria Terzi']",2004,VLDB,53909f8c20f70186a0e401bc
Tamper detection in audit logs,"['Richard T. Snodgrass', 'Shilong Stanley Yao', 'Christian Collberg']",2004,VLDB,53909f8c20f70186a0e401b8
Enhancing P2P file-sharing with an internet-scale query processor,"['Boon Thau Loo', 'Joseph M. Hellerstein', 'Ryan Huebsch', 'Scott Shenker', 'Ion Stoica']",2004,VLDB,53909f8c20f70186a0e401b2
Schema-free XQuery,"['Yunyao Li', 'Cong Yu', 'H. V. Jagadish']",2004,VLDB,53909f8c20f70186a0e40194
Combating web spam with trustrank,"['Zoltán Gyöngyi', 'Hector Garcia-Molina', 'Jan Pedersen']",2004,VLDB,53909f8c20f70186a0e401be
Data sharing through query translation in autonomous sources,"['Anastasios Kementsietsidis', 'Marcelo Arenas']",2004,VLDB,53909f8c20f70186a0e401b5
AWESOME: a data warehouse-based system for adaptive website recommendations,"['Andreas Thor', 'Erhard Rahm']",2004,VLDB,53909f8c20f70186a0e401ae
REHIST: relative error histogram construction algorithms,"['Sudipto Guha', 'Kyuseok Shim', 'Jungchul Woo']",2004,VLDB,53909f8c20f70186a0e401a7
Resource sharing in continuous sliding-window aggregates,"['Arvind Arasu', 'Jennifer Widom']",2004,VLDB,53909f8c20f70186a0e401aa
Remembrance of streams past: overload-sensitive management of archived streams,"['Sirish Chandrasekaran', 'Michael Franklin']",2004,VLDB,53909f8c20f70186a0e401ab
XWAVE: optimal and approximate extended wavelets,"['Sudipto Guha', 'Chulyun Kim', 'Kyuseok Shim']",2004,VLDB,53909f8c20f70186a0e401a6
Distributed set-expression cardinality estimation,"['Abhinandan Das', 'Sumit Ganguly', 'Minos Garofalakis', 'Rajeev Rastogi']",2004,VLDB,53909f8c20f70186a0e401a8
Indexing temporal XML documents,"['Alberto O. Mendelzon', 'Flavio Rizzolo', 'Alejandro Vaisman']",2004,VLDB,53909f8c20f70186a0e401a0
On testing satisfiability of tree pattern queries,"['Laks V. S. Lakshmanan', 'Ganesh Ramesh', 'Hui Wang', 'Zheng Zhao']",2004,VLDB,53909f8c20f70186a0e40198
On the performance of bitmap indices for high cardinality attributes,"['Kesheng Wu', 'Ekow Otoo', 'Arie Shoshani']",2004,VLDB,53909f8c20f70186a0e40190
"Stochastic consistency, and scalable pull-based caching for erratic data stream sources","['Shanzhong Zhu', 'Chinya V. Ravishankar']",2004,VLDB,53909f8c20f70186a0e4019e
Containment of nested XML queries,"['Xin Dong', 'Alon Y. Halevy', 'Igor Tatarinov']",2004,VLDB,53909f8c20f70186a0e40199
"Structures, semantics and statistics",['Alon Y. Halevy'],2004,VLDB,53909f8c20f70186a0e4018d
Top-k query evaluation with probabilistic guarantees,"['Martin Theobald', 'Gerhard Weikum', 'Ralf Schenkel']",2004,VLDB,53909f8c20f70186a0e401c4
Object fusion in geographic information systems,"['Catriel Beeri', 'Yaron Kanza', 'Eliyahu Safra', 'Yehoshua Sagiv']",2004,VLDB,53909f8c20f70186a0e401d2
Algebraic manipulation of scientific datasets,"['Bill Howe', 'David Maier']",2004,VLDB,53909f8c20f70186a0e401db
Symmetric relations and cardinality-bounded multisets in database systems,"['Kenneth A. Ross', 'Julia Stoyanovich']",2004,VLDB,53909f8c20f70186a0e401da
Automatic SQL tuning in oracle 10g,"['Benoit Dageville', 'Dinesh Das', 'Karl Dias', 'Khaled Yagoub', 'Mohamed Zait', 'Mohamed Ziauddin']",2004,VLDB,53909f8c20f70186a0e401ea
Technology challenges in a data warehouse,['Ramesh Bhashyam'],2004,VLDB,53909f8c20f70186a0e401f7
BioPatentMiner: an information retrieval system for biomedical patents,"['Sougata Mukherjea', 'Bhuvan Bamba']",2004,VLDB,53909f8c20f70186a0e401e7
Probabilistic ranking of database query results,"['Surajit Chaudhuri', 'Gautam Das', 'Vagelis Hristidis', 'Gerhard Weikum']",2004,VLDB,53909f8c20f70186a0e401d8
Where is business intelligence taking today's database systems?,"[""William O'Connell"", 'Andy Witkowski', 'Ramesh Bhashyam', 'Surajit Chauduri']",2004,VLDB,53909f8c20f70186a0e401fa
Security of shared data in large systems: state of the art and research directions,"['Arnon Rosenthal', 'Marianne Winslett']",2004,VLDB,53909f8c20f70186a0e401fc
Generating thousand benchmark queries in seconds,"['Meikel Poess', 'John M. Stephens', 'Jr.']",2004,VLDB,53909f8c20f70186a0e401e5
Automated design of multidimensional clustering tables for relational databases,"['Sam S. Lightstone', 'Bishwaranjan Bhattacharjee']",2004,VLDB,53909f8c20f70186a0e401ef
A uniform system for publishing and maintaining XML data,"['Byron Choi', 'Wenfei Fan', 'Xibei Jia', 'Arek Kasprzyk']",2004,VLDB,53909f8c20f70186a0e4020d
Queries and updates in the coDB peer to peer database system,"['Enrico Franconi', 'Gabriel Kuper', 'Andrei Lopatenko', 'Ilya Zaihrayeu']",2004,VLDB,53909f8c20f70186a0e40207
A combined framework for grouping and order optimization,"['Thomas Neumann', 'Guido Moerkotte']",2004,VLDB,53909f8c20f70186a0e401de
"An electronic patient record ""on steroids"": distributed, peer-to-peer, secure and privacy-conscious","['Serge Abiteboul', 'Bogdan Alexe', 'Omar Benjelloun', 'Bogdan Cautis', 'Irini Fundulaki', 'Tova Milo', 'Arnaud Sahuguet']",2004,VLDB,53909f8c20f70186a0e40206
"COMPASS: a concept-based web search engine for HTML, XML, and deep web data","['Jens Graupmann', 'Michael Biwer', 'Christian Zimmer', 'Patrick Zimmer', 'Matthias Bender', 'Martin Theobald', 'Gerhard Weikum']",2004,VLDB,53909f8c20f70186a0e40210
Discovering and ranking semantic associations over a Large RDF metabase,"['Chris Halaschek', 'Boanerges Aleman-Meza', 'I. Budak Arpinar', 'Amit P. Sheth']",2004,VLDB,53909f8c20f70186a0e40211
Voronoi-based K nearest neighbor search for spatial network databases,"['Mohammad Kolahdouzan', 'Cyrus Shahabi']",2004,VLDB,53909f8c20f70186a0e401d4
Indexing XML data stored in a relational database,"['Shankar Pal', 'Istvan Cseri', 'Oliver Seeliger', 'Gideon Schaller', 'Leo Giakoumakis', 'Vasili Zolotov']",2004,VLDB,53909f8c20f70186a0e401ed
P*TIME: highly scalable OLTP DBMS for managing update-intensive stream workload,"['Sang K. Cha', 'Changbin Song']",2004,VLDB,53909f8c20f70186a0e401e4
On the marriage of Lp-norms and edit distance,"['Lei Chen', 'Raymond Ng']",2004,VLDB,53909f8c20f70186a0e401d0
Supporting ontology-based semantic matching in RDBMS,"['Souripriya Das', 'Eugene Inseok Chong', 'George Eadon', 'Jaannathan Srinivasan']",2004,VLDB,53909f8c20f70186a0e401e6
Maintenance of spatial semijoin queries on moving points,"['Glenn S. Iwerks', 'Hanan Samet', 'Kenneth P. Smith']",2004,VLDB,53909f8c20f70186a0e401d3
Hardware acceleration in commercial databases: a case study of spatial operations,"['Nagender Bandi', 'Chengyu Sun', 'Divyakant Agrawal', 'Amr El Abbadi']",2004,VLDB,53909f8c20f70186a0e401e3
Indexing large human-motion databases,"['Eamonn Keogh', 'Themistoklis Palpanas', 'Victor B. Zordan', 'Dimitrios Gunopulos', 'Marc Cardle']",2004,VLDB,53909f8c20f70186a0e401cf
Approximate NN queries on streams with guaranteed error/performance bounds,"['Nick Koudas', 'Beng Chin Ooi', 'Kian-Lee Tan', 'Rui Zhang']",2004,VLDB,53909f8c20f70186a0e401d1
A multi-purpose implementation of mandatory access control in relational database management systems,"['Walid Rjaibi', 'Paul Bird']",2004,VLDB,53909f8c20f70186a0e401e2
Multi-objective query processing for database systems,"['Wolf-Tilo Balke', 'Ulrich Güntzer']",2004,VLDB,53909f8c20f70186a0e401dc
Returning modified rows - select statements with side effects,"['Andreas Behm', 'Serge Rielau', 'Richard Swagerman']",2004,VLDB,53909f8c20f70186a0e401e0
Lifting the burden of history from adaptive query processing,"['Amol Deshpande', 'Joseph M. Hellerstein']",2004,VLDB,53909f8c20f70186a0e401dd
Gorder: an efficient method for KNN join processing,"['Chenyi Xia', 'Hongjun Lu', 'Beng Chin Ooi', 'Jing Hu']",2004,VLDB,53909f8c20f70186a0e401cd
An integration framework for sensor networks and data stream management systems,"['Daniel J. Abadi', 'Wolfgang Lindner', 'Samuel Madden', 'Jörg Schuler']",2004,VLDB,53909f8c20f70186a0e4021c
BilVideo video database management system,"['Özgür Ulusoy', 'Uğur Güdükbay', 'Mehmet Emin Dönderler', 'Ediz Saykol', 'Cemil Alper']",2004,VLDB,53909f8c20f70186a0e4021f
AIDA: an adaptive immersive data analyzer,"['Mehdi Sharifzadeh', 'Cyrus Shahabi', 'Bahareh Navai', 'Farid Parvini', 'Albert A. Rizzo']",2004,VLDB,53909f8c20f70186a0e4021e
CAPE: continuous query engine with heterogeneous-grained adaptivity,"['Elke A. Rundensteiner', 'Luping Ding', 'Timothy Sutherland', 'Yali Zhu', 'Brad Pielech', 'Nishant Mehta']",2004,VLDB,53909f8c20f70186a0e4021a
QStream: deterministic querying of data streams,"['Sven Schmidt', 'Henrike Berthold', 'Wolfgang Lehner']",2004,VLDB,53909f8c20f70186a0e4021d
HiFi: a unified architecture for high fan-in systems,"['Owen Cooper', 'Anil Edakkunni', 'Michael J. Franklin', 'Wei Hong', 'Shawn R. Jeffery', 'Sailesh Krishnamurthy', 'Fredrick Reiss', 'Shariq Rizvi', 'Eugene Wu']",2004,VLDB,53909f8c20f70186a0e4021b
CHICAGO: a test and evaluation environment for coarse-grained optimization,"['Tobias Kraft', 'Holger Schwarz']",2004,VLDB,53909f8c20f70186a0e40218
SVT: schema validation tool for microsoft SQL-server,"['Ernest Teniente', 'Carles Farré', 'Toni Urpí', 'Carlos Beltrán', 'David Gañán']",2004,VLDB,53909f8c20f70186a0e40219
Trust-Serv: a lightweight trust negotiation service,"['Halvard Skogsrud', 'Boualem Benatallah', 'Fabio Casati', 'Manh Q. Dinh']",2004,VLDB,53909f8c20f70186a0e40214
Green query optimization: taming query optimization overheads through plan recycling,"['Parag Sarda', 'Jayant R. Haritsa']",2004,VLDB,53909f8c20f70186a0e40215
An automatic data grabber for large web sites,"['Valter Crescenzi', 'Giansalvatore Mecca', 'Paolo Merialdo', 'Paolo Missier']",2004,VLDB,53909f8c20f70186a0e40212
CORDS: automatic generation of correlation statistics in DB2,"['Ihab F. Ilyas', 'Volker Markl', 'Peter J. Haas', 'Paul G. Brown', 'Ashraf Aboulnaga']",2004,VLDB,53909f8c20f70186a0e40217
Progressive optimization in action,"['Vijayshankar Raman', 'Volker Markl', 'David Simmen', 'Guy Lohman', 'Hamid Pirahesh']",2004,VLDB,53909f8c20f70186a0e40216
"WS-CatalogNet: an infrastructure for creating, peering, and querying e-catalog communities","['Karim Baïna', 'Boualem Benatallah', 'Hye-young Paik', 'Farouk Toumani', 'Christophe Rey', 'Agnieszka Rutkowska', 'Bryan Harianto']",2004,VLDB,53909f8c20f70186a0e40213
Managing RFID data,"['Sudarshan S. Chawathe', 'Venkat Krishnamurthy', 'Sridhar Ramachandran', 'Sanjay Sarma']",2004,VLDB,53909f8c20f70186a0e401f1
FluXQuery: an optimizing XQuery processor for streaming XML data,"['Christoph Koch', 'Stefanie Scherzinger', 'Nicole Schweikardt', 'Bernhard Stegmaier']",2004,VLDB,53909f8c20f70186a0e4020f
Semantic query optimization in an automata-algebra combined XQuery engine over XML streams,"['Hong Su', 'Elke A. Rundensteiner', 'Murali Mani']",2004,VLDB,53909f8c20f70186a0e4020b
ShreX: managing XML documents in relational databases,"['Fang Du', 'Sihem Amer-Yahia', 'Juliana Freire']",2004,VLDB,53909f8c20f70186a0e4020c
Self-managing technology in database management systems,"['Surajit Chaudhuri', 'Benoit Dageville', 'Guy Lohman']",2004,VLDB,53909f8c20f70186a0e401fd
An injection with tree awareness: adding staircase join to postgreSQL,"['Sabine Mayer', 'Torsten Grust', 'Maurice van Keulen', 'Jens Teubner']",2004,VLDB,53909f8c20f70186a0e4020e
StreamMiner: a classifier ensemble-based engine to mine concept-drifting data streams,['Wei Fan'],2004,VLDB,53909f8c20f70186a0e40202
Efficient constraint processing for highly personalized location based services,"['Zhengdao Xu', 'Hans-Arno Jacobsen']",2004,VLDB,53909f8c20f70186a0e40209
Hos-Miner: a system for detecting outlyting subspaces of high-dimensional data,"['Ji Zhang', 'Meng Lou', 'Tok Wang Ling', 'Hai Wang']",2004,VLDB,53909f8c20f70186a0e40204
VizTree: a tool for visually mining and monitoring massive time series databases,"['Jessica Lin', 'Eamonn Keogh', 'Stefano Lonardi', 'Jeffrey P. Lankford', 'Daonna M. Nystrom']",2004,VLDB,53909f8c20f70186a0e40205
